name,brand,price,ratings,specs_score,os,processor,ram_size,ram_type,storage,graphics,screen_size,resoultion,cores,threads,warranty_months
Asus Vivobook 16 X1607QA-MB050WS Laptop (Snapdragon X X1 26 100/ 16GB/ 512GB SSD/ Win 11),Asus,57990,"4,25",60.69506172839506,Windows 11 OS,Qualcomm Snapdragon X X1 26 100,8 GB,DDR4,512 GB SSD,Qualcomm Adreno,16 inches,1920 x 1200 pixels,12 Cores (8P + 4E), 8 Threads,12.0
Asus Vivobook 16X K3605VC-RP413WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home/ 4GB Graph),Asus,64400,"4,55",60.0,Windows 11 OS,13th Gen Intel Core i5 13420H,8 GB,DDR4,512 GB SSD,4 GB NVIDIA Geforce RTX 3050,16 inches,1920 x 1200 pixels,10 Cores (6P + 4E), 12 Threads,12.0
Dell Inspiron 5640 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),Dell,63990,"4,65",60.0,Windows 11 OS,13th Gen Intel Core i5 1334U,8 GB,DDR4,512 GB SSD,Intel Iris Xe,16 inches,1920 x 1200 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Asus Vivobook 15 X1504VA-NJ2325WS Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win 11),Asus,37990,"4,3",60.69506172839506,Windows 11 OS,13th Gen Intel Core i3 1315U,8 GB,DDR4,512 GB SSD,Intel Integrated UHD,15.6 inches,1920 x 1080 pixels,5 Cores (1P + 4E), 8 Threads,12.0
HP Victus 15-fa2700TX  Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11/ 6GB Graph),HP,73490,"4,6",62.0,Windows 11 OS,13th Gen Intel Core i5 13420H,8 GB,DDR4,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
HP Victus 15-fa2703TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11/ 4GB Graph),HP,64490,"4,65",61.0,Windows 11 OS,13th Gen Intel Core i5 13420H,8 GB,DDR4,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Asus Zenbook 14 OLED 2025 UX3405CA-PZ348WS Laptop (Intel Core Ultra 7 255H/ 32GB/ 1TB SSD/ Win 11 Home),Asus,117990,"4,25",79.0,Windows 11 OS,Intel Core Ultra 7 255H,8 GB,DDR4,1 TB SSD,Intel Integrated Arc,14 inches,2880 x 1800 pixels,12 Cores (4P + 8E), 16 Threads,12.0
Asus Vivobook S 14 OLED 2025 S5406SA-QD098WS Laptop (Intel Core Ultra 5 226V/ 16GB/ 512GB SSD/ Win 11 Home),Asus,79990,4,59.0,Windows 11 OS,5th Gen Intel Core Ultra 5 226V,8 GB,DDR4,512 GB SSD,Intel Integrated Arc,14 inches,1920 x 1200 pixels,12 Cores (4P + 8E), 8 Threads,12.0
Asus Gaming V16 V3607VU-RP275WS Laptop ( Intel Core 7 240H/ 16GB/ 512GB SSD/ Win 11 / 6GB Graph),Asus,86990,"4,45",63.0,Windows 11 OS,7th Gen Intel Core 7 240H,8 GB,DDR4,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,16 inches,1920 x 1200 pixels,12 Cores (4P + 8E), 16 Threads,12.0
Asus Vivobook 14 2025 X1407CA-LY102WS Laptop (Intel Core Ultra 5 225H/ 16GB/ 512GB SSD/ Win 11),Asus,68990,"4,45",65.0,Windows 11 OS,Intel Core Ultra 5 225H,8 GB,DDR4,512 GB SSD,Intel Integrated Arc,14 inches,1920 x 1200 pixels,12 Cores (4P + 8E), 14 Threads,12.0
Asus Vivobook 16 2025 X1607CA-MB142WS Laptop (Intel Core Ultra 5 225H/ 16GB/ 512GB SSD/ Win 11),Asus,68990,"4,3",64.0,Windows 11 OS,Intel Core Ultra 5 225H,8 GB,DDR4,512 GB SSD,Intel Graphics,16 inches,1920 x 1200 pixels,12 Cores (4P + 8E), 14 Threads,12.0
Asus Vivobook Go 15 E510KA-EJ9011WS Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win 11 Home),Asus,24990,"4,75",60.69506172839506,Windows 11 OS,Intel Celeron N4500,8 GB,DDR4,512 GB SSD,Intel HD Graphics,15.6 inches,1920 x 1080 pixels,Dual Core, 2 Threads,12.0
Asus Vivobook 16 X1605VA-MB9946WS Laptop (13th Gen Core i9/ 16GB/ 512GB SSD/ Win 11 Home),Asus,67999,"4,6",64.0,Windows 11 OS,13th Gen Intel Core i9 13900H,8 GB,DDR4,512 GB SSD,Intel Integrated Iris Xe,16 inches,1920 x 1200 pixels,10 Cores (6P + 4E), 20 Threads,12.0
HP 15-fd0468TULaptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),HP,64990,"4,3",59.0,Windows 11 OS,13th Gen Intel Core i7 1355U,8 GB,DDR4,512 GB SSD,Intel Iris Xe,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Asus Vivobook 14 Flip TP3407SA-QL024WS Laptop (Intel Core Ultra 5 226V/ 16GB/ 512GB SSD/Win 11),Asus,86990,"4,3",60.0,Windows 11 OS,5th Gen Intel Core Ultra 5 226V,8 GB,DDR4,512 GB SSD,Intel Integrated Arc,14 inches,1920 x 1200 pixels,12 Cores (4P + 8E), 8 Threads,12.0
Dell Inspiron 5440 OIN5440340401RINU1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),Dell,62990,"4,3",55.0,Windows 11 OS,13th Gen Intel Core i5 1334U,8 GB,DDR4,512 GB SSD,Intel Integrated UHD,14 inches,2220 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Asus Zenbook S14 OLED UX5406SA-PZ7762WS Laptop (Intel Core Ultra 7 Processor 258V/ 32GB/ 1TB SSD/ Win11 Home),Asus,139990,"4,6",66.0,Windows 11 OS,Intel Core Ultra 7 Series 2 258V,8 GB,DDR4,1 TB SSD,Intel Arc Graphics,14 inches,2880 x 1800 pixels,12 Cores (4P + 8E), 8 Threads,12.0
Lenovo IdeaPad 5 14IRH9 83KX0059IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),Lenovo,73490,"4,7",55.0,Windows 11 OS,13th Gen Intel Core i5 13420H,8 GB,DDR4,512 GB SSD,Intel Integrated UHD,14 inches,1920 x 1200 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Lenovo IdeaPad 5 14IRH9 83KX0058IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),Lenovo,73490,"4,05",55.0,Windows 11 OS,13th Gen Intel Core i5 13420H,8 GB,DDR4,512 GB SSD,Intel Integrated UHD,14 inches,1920 x 1200 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Lenovo IdeaPad Slim 3 15IAH8 83ER00KRIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),Lenovo,46790,"4,6",57.0,Windows 11 OS,12th Gen Intel Core i5 12450H,8 GB,DDR4,512 GB SSD,Intel Integrated UHD,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Acer 15 Aspire Lite AL15-52H Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win 11),Acer,47700,"4,15",57.0,Windows 11 OS,12th Gen Intel Core i5 12450H,8 GB,DDR4,1 TB SSD,Intel UHD,15.6 inches,1920 x 1080 pixels,Octa Core (4P + 4E), 12 Threads,12.0
Acer Aspire 3 A325-42 UN.34QSI.00F Laptop (AMD Ryzen 3 7330U/ 16GB/ 512GB SSD/ Win 11),Acer,29990,"4,2",51.0,Windows 11 OS,7th Gen AMD Ryzen 3 7330U,8 GB,DDR4,512 GB SSD,Intel UHD,15.8 inches,1920 x 1080 pixels,Quad Core, 8 Threads,12.0
Acer 15 TravelMate TMP215-53 Business Laptop (11th Gen Core i3/ 16GB/ 512GB SSD/ Win 11),Acer,38719,"4,4",59.0,Windows 11 OS,11th Gen Intel Core i3 1115G4,8 GB,DDR4,512 GB SSD,Intel Graphics,15.6 inches,1920 x 1080 pixels,Dual Core, 4 Threads,12.0
Acer TravelMate TMP215-53 Business Laptop (11th Gen Core i3/ 16GB/ 256GB SSD/ Win 11),Acer,39990,"4,4",57.0,Windows 11 OS,11th Gen Intel Core i3 1115G4,8 GB,DDR4,256 GB SSD,Intel Graphics,15.6 inches,1920 x 1080 pixels,Dual Core, 4 Threads,12.0
Lenovo IdeaPad 1 15ALC7 82R4010DIN Laptop (AMD Ryzen 5 5625U /16GB/ 512GB SSD/ Win 11 Home),Lenovo,45900,"4,5",60.0,Windows 11 OS,5th Gen AMD Ryzen 5 5625U,8 GB,DDR4,512 GB SSD,AMD Radeon,15.6 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,12.0
Lenovo IdeaPad Slim 3 15IAH8 83ER00KPIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),Lenovo,47990,"4,7",56.0,Windows 11 OS,12th Gen Intel Core i5 12450H,8 GB,DDR4,512 GB SSD,Intel Integrated Iris Xe,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Lenovo IdeaPad Slim 3 â€Ž14IAH8 83EQ0073IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),Lenovo,50999,"4,65",57.0,Windows 11 OS,12th Gen Intel Core i5 12450H,8 GB,DDR4,512 GB SSD,Intel Integrated UHD,14 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Asus ROG Strix SCAR 16 (2025) G635LX-RW158WS Gaming Laptop (Intel Core Ultra 9 Processor 275HX/ 32GB/ 2TB SSD/ Win 11 Home/ RTX 5090 24 GB Graphics),Asus,424990,"4,3",60.69506172839506,Windows 11 OS,Intel Core Ultra 9 275HX,8 GB,DDR4,2 TB SSD,24 GB NVIDIA GeForce RTX 5090,16 inches,2560 x 1600 pixels,24 Cores (8P + 16E), 24 Threads,12.0
HP B12V5PT Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win 11),HP,36990,"4,7",53.0,Windows 11 OS,13th Gen Intel Core i3 1315U,8 GB,DDR4,512 GB SSD,Intel Integrated,15.6 inches,1366 x 768 pixels,5 Cores (1P + 4E), 8 Threads,12.0
Lenovo IdeaPad Slim 3 83EM00H0IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),Lenovo,54570,"4,7",55.0,Windows 11 OS,13th Gen Intel Core i5 13420H,8 GB,DDR4,512 GB SSD,Intel Integrated UHD,15.6 inches,1920 x 1080 pixels,5 Cores (1P + 4E), 12 Threads,12.0
Acer Aspire Lite AL15-53 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),Acer,42800,"4,35",56.0,Windows 11 OS,13th Gen Intel Core i5 1334U,8 GB,DDR4,512 GB SSD,Intel UHD,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
MSI Thin 15 B12UC-2239IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win 11 Home/ 4GB Graph),MSI,69990,"4,35",60.0,Windows 11 OS,12th Gen Intel Core i7 12650H,8 GB,DDR4,1 TB SSD,4 GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 16 Threads,24.0
HP 255 G10 B15J0PT Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Dos),HP,33151,"4,65",60.69506172839506,DOS OS,7th Gen AMD Ryzen 5 7520U,8 GB,DDR4,512 GB SSD,Integrated AMD Radeon Graphics,15.6 inches,1366 x 768 pixels,Quad Core, 8 Threads,12.0
Dell Latitude 3450 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),Dell,65900,"4,45",60.69506172839506,Windows 11 OS,13th Gen Intel Core i5,8 GB,DDR4,512 GB SSD,Intel Graphics,14 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Lenovo Yoga Slim 7i Aura Edition (Intel Core Ultra 7 258V/ 32GB/ 1TB/ Win11),Lenovo,147850,"4,6",73.0,Windows 11 OS,Intel Core Ultra 7 258V,8 GB,DDR4,1 TB SSD,Intel Arc Graphics,15.3 inches,2880 x 1800 pixels,12 Cores (4P + 8E), 8 Threads,12.0
HP ZBook Firefly 14 G11 A1VL0PT Laptop (Intel Core Ultra 7/16 GB/ 1TB SSD/ Win 11/ 4GB Graphics),HP,131999,"4,65",73.0,Windows 11 OS,Intel Core Ultra 7 Series 1 155H,8 GB,DDR4,1 TB SSD,4 GB NVIDIA RTX A500,14 inches,1920 x 1200 pixels,12 Cores (4P + 8E), 22 Threads,12.0
HP 255 G10 B1FW9PT Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win 11),HP,27999,"4,7",60.69506172839506,Windows 11 OS,7th Gen AMD Ryzen 3 7320U,8 GB,DDR4,512 GB SSD,Integrated AMD Radeon Graphics,15.6 inches,1366 x 768 pixels,Quad Core, 8 Threads,12.0
HP 250R G9 B10MTAT Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Dos),HP,33990,"4,2",52.0,DOS OS,13th Gen Intel Core i3 1315U,8 GB,DDR4,512 GB SSD,Intel Integrated UHD,15.6 inches,1366 x 768 pixels,5 Cores (1P + 4E), 8 Threads,12.0
HP 240R G9 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win 11),HP,35990,"4,1",60.69506172839506,Windows 11 OS,12th Gen Intel Core i3 1315U,8 GB,DDR4,512 GB SSD,Intel Integrated,14 inches,1366 x 720 pixels,5 Cores (1P + 4E), 8 Threads,12.0
HP Victus 16-wf1150TX Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 8GB RTX 4060),HP,135990,"4,7",79.0,Windows 11 OS,14th Gen Intel Core i7 14650HX,8 GB,DDR4,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,16.1 inches,1920 x 1080 pixels,14 Cores (6P + 8E), 24 Threads,12.0
Asus Vivobook S15 K5504VAB-BN416WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),Asus,62540,"4,55",54.0,Windows 11 OS,13th Gen Intel Core i5 13500H,8 GB,DDR4,512 GB SSD,Intel Iris Xe,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 16 Threads,12.0
Acer Swift Go 14 SFG14-01 NX.KYXSI.001 AI Laptop (Snapdragon X Plus/ 16GB/ 512GB SSD/ Win 11 Home),Acer,77990,"4,5",60.69506172839506,Windows 11 OS,Qualcomm Snapdragon X Plus,8 GB,DDR4,512 GB SSD,Integrated Qualcomm Adreno,14.5 inches,2560 x 1440 pixels,12 Cores (8P + 4E), 12 Threads,12.0
HP OmniBook X 14-fe1011QU AI Laptop (Snapdragon X Plus X1P-42-100/ 16GB/ 512GB SSD/ Win 11),HP,87999,"4,15",50.0,Windows 11 OS,Qualcomm Snapdragon X Plus X1P-42-100,8 GB,DDR4,512 GB SSD,Qualcomm Adreno,14 inches,2240 x 1400 pixels,12 Cores (8P + 4E), 12 Threads,12.0
Lenovo IdeaPad Slim 3 82XM00G1IN Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win 11 Home),Lenovo,43992,"4,6",50.0,Windows 11 OS,7th Gen AMD Ryzen 5 7530U,8 GB,DDR4,512 GB SSD,Integrated AMD Radeon Graphics,15.6 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,12.0
Acer Aspire Lite AL15-53 Laptop (Intel Core i3 1305U / 8GB/ 512GB SSD/ Win 11),Acer,33990,"4,4",52.0,Windows 11 OS,13th Gen Intel Core i3 1305U,8 GB,DDR4,512 GB SSD,Intel UHD,15.6 inches,1920 x 1080 pixels,5 Cores (1P + 4E), 6 Threads,12.0
Acer 15 ALG AL15G-53 Gaming Laptop (13th Gen Intel Core i7/ 16GB/ 1TB SSD/ Win 11/ 6GB RTX 3050 Graphics),Acer,69999,"4,65",64.0,Windows 11 OS,13th Gen Intel Core i7 13620H,8 GB,DDR4,1 TB SSD,6 GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 16 Threads,12.0
Dell Inspiron 7640 Laptop (Intel Core i5-13420H/ 16GB/ 512GB SSD/ Win 11),Dell,71589,"4,7",51.0,Windows 11 OS,13th Gen Intel Core i5 13420H,8 GB,DDR4,512 GB SSD,Intel Graphics,16 inches,1920 x 1200 pixels,10 Cores (6P + 4E), 12 Threads,12.0
Lenovo Thinkpad E16 21JNS0QE00 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),Lenovo,68650,"4,4",61.0,Windows 11 OS,13th Gen Intel Core i5 1335U,8 GB,DDR4,512 GB SSD,Intel Integrated,16 inches,1920 x 1200 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Dell Inspiron 5441 Laptop (Snapdragon X Plus X1P-42-100/ 16GB/ 512GB SSD/ Win 11),Dell,80990,"4,05",60.69506172839506,Windows 11 OS,Qualcomm Snapdragon X Plus X1P-42-100,8 GB,DDR4,512 GB SSD,Qualcomm Adreno,14 inches,1920 x 1200 pixels,12 Cores (8P + 4E), 12 Threads,12.0
Apple MacBook Pro 16 Laptop (Apple M4 Pro/ 48GB/ 512GB SSD/ macOS),Apple,279990,"4,35",64.0,Mac OS,Apple M4 Pro,8 GB,DDR4,512 GB SSD,30-Core GPU,16.2 inches,3456 x 2234 pixels,12 Cores (8P + 4E), 12 Threads,12.0
Apple MacBook Pro 14 2024 Laptop (Apple M4/ 16GB/ 512GB SSD/ macOS),Apple,159900,"4,15",54.0,Mac OS,Apple M4,8 GB,DDR4,512 GB SSD,10-Core GPU,14.2 inches,3024 x 1964 pixels,10-Core GPU, 12 Threads,12.0
Apple MacBook Pro 16 2024 Laptop (Apple M4 Pro/ 24GB/ 512GB SSD/ macOS),Apple,239990,4,60.0,Mac OS,Apple M4 Pro,8 GB,DDR4,512 GB SSD,20-Core GPU,16.2 inches,3456 x 2234 pixels,12 Cores (8P + 4E), 12 Threads,12.0
Apple MacBook Pro 14 Laptop (Apple M4 Pro/ 24GB/ 1TB SSD/ macOS/ 20-Core GPU),Apple,225990,"4,05",60.0,Mac OS,Apple M4 Pro,8 GB,DDR4,1 TB SSD,20-Core GPU,14.2 inches,3024 x 1964 pixels,12 Cores (8P + 4E), 12 Threads,12.0
Apple MacBook Pro 14 Laptop (Apple M4/ 24GB/ 1TB SSD/ macOS),Apple,201990,"4,75",59.0,Mac OS,Apple M4,8 GB,DDR4,1 TB SSD,14-Core GPU,14.2 inches,3024 x 1964 pixels,10-Core GPU, 12 Threads,12.0
Apple MacBook Pro 14 Laptop (Apple M4 Pro/ 24GB/ 512GB SSD/ macOS),Apple,187990,"4,75",57.0,Mac OS,Apple M4 Pro,8 GB,DDR4,512 GB SSD,20-Core GPU,14.2 inches,3024 x 1964 pixels,10 Cores (6P + 4E), 12 Threads,12.0
Apple MacBook Pro 14 Laptop (Apple M4 MAX/ 36GB/1TB SSD/ macOS/ 32-Core GPU),Apple,289990,"4,75",63.0,Mac OS,Apple M4 Max,8 GB,DDR4,1 TB SSD,32-Core GPU,14.2 inches,3024 x 1964 pixels,12 Cores (8P + 4E), 12 Threads,12.0
Acer Aspire Lite AL15-53 UN.34ESI.00D Gaming Laptop (Intel Core i3 1305U / 16GB/ 512GB SSD/ Win 11),Acer,34990,"4,1",54.0,Windows 11 OS,13th Gen Intel Core i3 1305U,8 GB,DDR4,512 GB SSD,Integrated Intel UHD,15.6 inches,1920 x 1080 pixels,5 Cores (1P + 4E), 6 Threads,12.0
HP Victus 15-fa1346TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home/ RTX 2050),HP,63990,"4,7",57.0,Windows 11 OS,13th Gen Intel Core i5 13420H,8 GB,DDR4,512 GB SSD,RTX 2050,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
HP ZBook Firefly 14 G11 A92TXPT Laptop (Intel Core Ultra 5/16 GB/512GB SSD),HP,74900,"4,65",54.0,Windows 11 OS,Intel Core Ultra 5 Processor 125U,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,14 inches,1920 x 1200 pixels,12 Cores (4P + 8E), 14 Threads,12.0
HP ZBook Firefly 14 G11 A92U3PT Laptop (Intel Core Ultra 7 155U/16 GB/512GB SSD/Dos),HP,96999,"4,35",64.0,DOS OS,Intel Core Ultra 7 155U,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,14 inches,1920 x 1200 pixels,12 Cores (4P + 8E), 14 Threads,12.0
HP ZBook Firefly 14 G11 A92TYPT Laptop (â€ŽIntel Core Ultra 5/ 16GB/ 512GB SSD/Win 11),HP,75999,"4,65",64.0,Windows 11 OS,Intel Core Ultra 5 Processor 125U,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,14 inches,1920 x 1200 pixels,12 Cores (4P + 8E), 14 Threads,12.0
Dell Inspiron 14 5445 Laptop (AMD Ryzen 7 8840U/ 16GB/ 512GB SSD/ Win 11 Home),Dell,68490,"4,55",60.0,Windows 11 OS,8th Gen AMD Ryzen 7 8840U,8 GB,DDR4,512 GB SSD,Integrated AMD Radeon,14 inches,1920 x 1200 pixels,Octa Core, 16 Threads,12.0
Lenovo ThinkPad E14 21JRS0H300 Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win 11 Home),Lenovo,64900,"4,5",69.0,Windows 11 OS,7th Gen AMD Ryzen 7 7730U,8 GB,DDR4,512 GB SSD,Integrated AMD Radeon,14 inches,1920 x 1080 pixels,Octa Core, 16 Threads,12.0
Lenovo ThinkPad E14 21JRS0H200 Laptop (AMD Ryzen 5 7530U/ 16GB/ 1TB SSD/ Win 11 Home),Lenovo,59800,"4,05",68.0,Windows 11 OS,7th Gen AMD Ryzen 5 7530U,8 GB,DDR4,1 TB SSD,Integrated AMD Radeon,14 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,12.0
Acer Aspire 3 A325-42 Laptop (AMD Ryzen 3 7330U/ 8GB/ 512GB SSD/ Win 11),Acer,28800,"4,25",50.0,Windows 11 OS,7th Gen AMD Ryzen 3 7330U,8 GB,DDR4,512 GB SSD,Integrated AMD Radeon,15.6 inches,1920 x 1080 pixels,Quad Core, 8 Threads,12.0
Lenovo IdeaPad Slim 3 14AMN8 82XN006TIN Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win 11 Home),Lenovo,40490,"4,25",50.0,Windows 11 OS,7th Gen AMD Ryzen 5 7520U,8 GB,DDR4,512 GB SSD,Integrated AMD Radeon,14 inches,1920 x 1080 pixels,Quad Core, 8 Threads,12.0
Acer Chromebook CB315-4H Laptop (Intel Celeron N4500/ 8GB/ 128GB eMMC/ Chrome OS),Acer,20990,"4,45",60.69506172839506,Chrome OS,Intel Celeron Dual Core N4500,8 GB,DDR4,128 GB eMMC,Integrated Intel UHD,15.6 inches,1080 x 1920 pixels,Dual Core, 2 Threads,12.0
Microsoft Surface Pro 9 5G,Microsoft,91990,4,60.69506172839506,Windows 11 OS,Microsoft SQ3,8 GB,DDR4,256 GB SSD,Integrated Intel Iris Xe,13 inches,1920 x 1080 pixels,Octa Core, 12 Threads,12.0
Lenovo Ideapad Slim 5x Gen 9 14Q8X9 83HL0035IN Laptop (Snapdragon X Plus/ 16GB/ 1TB SSD/ Win 11),Lenovo,69990,"4,65",60.69506172839506,Windows 11 OS,Qualcomm Snapdragon X Plus X1P-42-100,8 GB,DDR4,1 TB SSD,Integrated Qualcomm Adreno,14.5 inches,1920 x 1200 pixels,12 Cores (8P + 4E), 12 Threads,12.0
Asus Vivobook 16X K3605ZU-RP304WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11/ 6GB RTX4050),Asus,76990,"4,75",69.0,Windows 11 OS,12th Gen Intel Core i5 12500H,8 GB,DDR4,512 GB SSD,6GB NVIDIA GeForce RTX 4050,16 inches,1920 x 1200 pixels,10 Cores (6P + 4E), 16 Threads,12.0
Asus Zenbook S14 OLED UX5406SA-PZ357WS Laptop (Intel Core Ultra 7 Processor 258V/ 32GB/ 1TB SSD/ Win 11 Home),Asus,139990,"4,05",66.0,Windows 11 OS,Intel Core Ultra 7 Series 2 258V,8 GB,DDR4,1 TB SSD,Integrated Intel Arc,14.5 inches,2880 x 1800 pixels,14 Cores (4P + 8E + 2LP-E), 8 Threads,12.0
HP 15-fd0315TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),HP,53000,"4,45",56.0,Windows 11 OS,13th Gen Intel Core i5 1334U,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Lenovo IdeaPad 3 14IAU7 82RJ00FUIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),Lenovo,35000,"4,2",57.0,Windows 11 OS,12th Gen Intel Core i3 1215U,8 GB,DDR4,512 GB SSD,Integrated Intel UHD,14 inches,1920 x 1080 pixels,5 Cores (1P + 4E), 8 Threads,12.0
Acer Predator Helios Neo 14 PHN14-51 Gaming Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win 11/ 6GB Graph),Acer,139999,"4,75",66.0,Windows 11 OS,Intel Core Ultra 7 155H,8 GB,DDR4,1 TB SSD,6GB NVIDIA GeForce RTX 4050,14 inches,1920 x 1200 pixels,14 Cores (6P + 8E), 22 Threads,12.0
Gigabyte G5 MF5-52IN353SH Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home/ 6GB Graph),Gigabyte,71399,"4,05",68.0,Windows 11 OS,13th Gen Intel Core i5 13500H,8 GB,DDR4,512 GB SSD,6GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 16 Threads,24.0
Lenovo Legion 5 15IRX9 83JJ000DIN Gaming Laptop (13th Gen Core i7/ 24GB/ 512GB SSD/ Win 11/ 8GB RTX4060),Lenovo,135690,"4,25",69.0,Windows 11 OS,13th Gen Intel Core i7 13650HX,8 GB,DDR4,512 GB SSD,8GB NVIDIA GeForce RTX 4060,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 12 Threads,12.0
Lenovo LOQ 15IRX9 83DV00KUIN Gaming Laptop (13th Gen Core i5/ 24GB/ 512GB SSD/ Win 11/ 6GB RTX3050),Lenovo,81811,4,69.0,Windows 11 OS,13th Gen Intel Core i5 13450HX,8 GB,DDR4,512 GB SSD,6GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 16 Threads,12.0
MSI Crosshair 16 HX D14VFKG-452IN Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 8GB RTX4060),MSI,135000,"4,6",78.0,Windows 11 OS,14th Gen Intel Core i7 14650HX,8 GB,DDR4,1 TB SSD,8GB NVIDIA GeForce RTX 4060,16 inches,2560 x 1440 pixels,14 Cores (6P + 8E), 24 Threads,24.0
Acer Aspire 3 15 A325-42 Laptop (AMD Ryzen 5 7430U/ 16GB/ 512GB SSD/ Win 11),Acer,36990,"4,05",55.0,Windows 11 OS,7th Gen AMD Ryzen 5 7430U,8 GB,DDR4,512 GB SSD,Integrated AMD Radeon,15.6 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,12.0
