name,brand,price,ratings,specs_score,os,processor,ram_size,ram_type,storage,graphics,screen_size,resoultion,cores,threads,warranty_months
Lenovo ThinkPad E14 Gen 6 â€Ž21M70062IG Laptop (Intel Core Ultra 5 125U/ 16GB/ 512GB SSD/ DOS),Lenovo,75490,"4,2",61.0,DOS OS,Intel Core Ultra 5 Processor 125U,8 GB,DDR4,512 GB SSD,Integrated Intel Arc,14 inches,1920 x 1200 pixels,12 Cores (4P + 8E), 14 Threads,12.0
HP 14-ep0341TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),HP,39380,"4,3",50.0,Windows 11 OS,13th Gen Intel Core i3 1315U,8 GB,DDR4,512 GB SSD,Integrated Intel UHD,14 inches,1920 x 1080 pixels,5 Cores (1P + 4E), 8 Threads,12.0
Ultimus Apex 5 NU14U3INF66BY Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win 11 Home),Ultimus,33990,"4,05",51.0,Windows 11 OS,12th Gen Intel Core i5 1235U,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,14.1 inches,1920 x 1200 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Acer AL15-41 Aspire Lite Laptop (AMD Ryzen 5 5625U/ 16GB/ 1TB SSD/ Win 11),Acer,37990,"4,5",59.0,Windows 11 OS,5th Gen AMD Ryzen 5 5625U,8 GB,DDR4,1 TB SSD,Integrated AMD Radeon,15.6 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,12.0
Acer Swift Neo OLED AI SFN14-54H Laptop (Intel Core Ultra 5 115U/ 16GB/ 512GB SSD/Win 11),Acer,56990,"4,75",53.0,Windows 11 OS,Intel Core Ultra 5 115U,8 GB,DDR4,512 GB SSD,Integrated Intel Arc,14 inches,1920 x 1200 pixels,12 Cores (4P + 8E), 10 Threads,12.0
HP OmniBook 5 16-ba1123TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),HP,61990,"4,35",53.0,Windows 11 OS,13th Gen Intel Core i5 1334U,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,16 inches,1920 x 1200 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Lenovo Yoga Slim 7 Aura Edition 83JX001MIN Laptop (Intel Core Ultra 7 258V/ 32GB/ 1TB/ Win 11),Lenovo,134990,"4,1",73.0,Windows 11 OS,Intel Core Ultra 7 258V,8 GB,DDR4,1 TB SSD,Integrated Intel Arc,14.5 inches,1920 x 1200 pixels,12 Cores (4P + 8E), 8 Threads,12.0
HP 250 G10 â€ŽBJ3R8AT Laptop (13th Gen Core i5/ 32GB/ 512GB SSD/ Win 11),HP,56350,"4,55",52.0,Windows 11 OS,13th Gen Intel Core i5 1334U,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
HP 240 G10 â€Žâ€ŽBE5S0PT Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win 11),HP,55900,"4,35",60.69506172839506,Windows 11 OS,13th Gen Intel Core i5 1334U,8 GB,DDR4,1 TB SSD,Integrated Intel Iris Xe,14 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
HP 240R G9 â€Žâ€ŽB10MSAT Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Dos),HP,35990,4,50.0,DOS OS,12th Gen Intel Core i3 1315U,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,14 inches,1366 x 720 pixels,5 Cores (1P + 4E), 8 Threads,12.0
Lenovo ThinkPad E14 Gen 6 â€Ž21M3S0AJ00 Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win 11),Lenovo,54025,"4,4",60.0,Windows 11 OS,7th Gen AMD Ryzen 5 7535HS,8 GB,DDR4,512 GB SSD,Integrated AMD Radeon,14 inches,1920 x 1200 pixels,Octa Core, 12 Threads,12.0
Lenovo V15 82TTA07QIH Laptop (12th Gen Core i5 / 8GB/ 512GB SSD/ Win 11 Home),Lenovo,42690,"4,35",53.0,Windows 11 OS,12th Gen Intel Core i5 1235U,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Acer Travel Lite TL14-52M Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win 11),Acer,74900,"4,65",64.0,Windows 11 OS,13th Gen Intel Core i7 1355U,8 GB,DDR4,1 TB SSD,Integrated Intel Arc,14 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 12 Threads,12.0
MSI Thin A15 B7UC-284IN Gaming Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win 11/ 4GB Graph),MSI,69990,"4,2",63.0,Windows 11 OS,7th Gen AMD Ryzen 5 7535HS,8 GB,DDR4,512 GB SSD,4GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,Octa Core, 12 Threads,24.0
Lenovo IdeaPad Slim 3 83K100CGIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),Lenovo,55990,"4,65",55.0,Windows 11 OS,13th Gen Intel Core i5 13420H,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
HP 15-fd0573TU Laptop (13th Gen Core i3/ 12GB/ 512GB SSD/ Win 11 Home),HP,37990,"4,7",54.0,Windows 11 OS,13th Gen Intel Core i3 1315U,8 GB,DDR4,512 GB SSD,Integrated Intel UHD,15.6 inches,1920 x 1080 pixels,5 Cores (1P + 4E), 8 Threads,12.0
Asus ROG Zephyrus G16 GU605CW-QR133WS Gaming Laptop (Intel Core Ultra 9 285H/ 32GB/ 2TB SSD/ Win 11/ 16GB RTX 5080 Graph),Asus,349990,"4,55",60.69506172839506,Windows 11 OS,Intel Core Ultra 9 Series 2 285H,8 GB,DDR4,2 TB SSD,16GB NVIDIA GeForce RTX 5080,16 inches,2560 x 1600 pixels,24 Cores (8P + 16E), 16 Threads,12.0
Asus ROG Flow Z13 2025 GZ302EA-RU420WS Gaming Laptop (AMD Ryzen AI MAX 390/ 32GB/ 1TB SSD/ Win 11),Asus,199990,"4,35",62.0,Windows 11 OS,AMD Ryzen AI MAX 390,8 GB,DDR4,1 TB SSD,Integrated AMD Radeon,13.4 inches,2560 x 1600 pixels,12 Cores (8P + 4E), 24 Threads,12.0
Asus ROG Strix G16 G615LR-S5190WS Gaming Laptop (Intel Core Ultra 9 275HX / 32GB/ 1TB SSD/ Win 11/ 12GB RTX 5070Ti Graph),Asus,249990,"4,35",60.69506172839506,Windows 11 OS,Intel Core Ultra 9 275HX,8 GB,DDR4,1 TB SSD,12GB NVIDIA GeForce RTX 5070 Ti,16 inches,2560 x 1600 pixels,24 Cores (8P + 16E), 24 Threads,12.0
Lenovo IdeaPad Slim 5 14Q8X9 83HL003NIN Laptop (Snapdragon X Plus/ 16GB/ 1TB SSD/ Win 11),Lenovo,69990,"4,4",60.69506172839506,Windows 11 OS,Qualcomm Snapdragon X Plus X1P-42-100,8 GB,DDR4,1 TB SSD,Qualcomm Adreno,14.5 inches,1920 x 1080 pixels,12 Cores (8P + 4E), 12 Threads,12.0
Lenovo Yoga Slim 7 14IMH9 83CV008YIN Laptop (Intel Core Ultra 5 125H/ 16GB/ 1TB SSD/ Win 11),Lenovo,83990,"4,4",53.0,Windows 11 OS,Intel Core Ultra 5 Series 1 125H,8 GB,DDR4,1 TB SSD,Integrated Intel Arc,14 inches,1920 x 1200 pixels,12 Cores (4P + 8E), 18 Threads,12.0
Asus Vivobook 15 X1504VA-NJ1765WS Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win 11),Asus,43990,"4,65",54.0,Windows 11 OS,13th Gen Intel Core i5 1334U,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
MSI Raider 18 HX AI A2XWIG-255IN Gaming Laptop (Intel Core Ultra 9 285HX/ 64GB/ 4TB SSD/ Win 11/ 16GB Graph),MSI,439990,"4,65",60.69506172839506,Windows 11 OS,14th Gen Intel Core i9 14900HX,8 GB,DDR4,4 TB SSD,16GB NVIDIA GeForce RTX 5090,18 inches,3840 x 2400 pixels,24 Cores (8P + 16E), 32 Threads,24.0
Lenovo IdeaPad Slim 5 14AKP10 2025 83HX001NIN Laptop (AMD Ryzen AI 7 350/ 24GB RAM/ 1TB SSD/ Win 11),Lenovo,86990,"4,6",60.69506172839506,Windows 11 OS,AMD Ryzen AI 7 AI 7 350,8 GB,DDR4,1 TB SSD,Integrated AMD Radeon,14.5 inches,1920 x 1200 pixels,12 Cores (4P + 8E), 16 Threads,12.0
Asus Vivobook S14 2025 S3407VA-LY040WS Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),Asus,66990,"4,35",62.0,Windows 11 OS,13th Gen Intel Core i7 13620H,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,14 inches,1920 x 1200 pixels,10 Cores (6P + 4E), 16 Threads,12.0
Asus Vivobook S14 2025 S3407VA-LY037WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),Asus,56990,"4,6",60.0,Windows 11 OS,13th Gen Intel Core i5 13420H,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,14 inches,1920 x 1200 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Asus Expertbook P5 P5405CSA-NZ0583WS Laptop (Intel Core Ultra 5 226V/ 16GB/ 1TB/ Win 11),Asus,84990,"4,3",68.0,Windows 11 OS,Intel Core Ultra 5 226V,8 GB,DDR4,1 TB SSD,Integrated Intel Arc,14 inches,2560 x 1600 pixels,12 Cores (4P + 8E), 8 Threads,12.0
Asus Expertbook P1 14 P1403CVA-S60940WS Laptop (13th Gen Core i7/ 32GB/ 512GB/ Win 11),Asus,72990,"4,45",64.0,Windows 11 OS,13th Gen Intel Core i7 13620H,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,14 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 16 Threads,12.0
HP Omen 16-wf0262TX Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 8GB Graph),HP,134990,"4,35",74.0,Windows 11 OS,13th Gen Intel Core i7 13700HX,8 GB,DDR4,1 TB SSD,8GB NVIDIA GeForce RTX 4060,16.1 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 24 Threads,12.0
Motorola Motobook 60 83J7000DIN Laptop (Intel Core 7 240H/ 16GB/ 1TB SSD/ Win 11 Home),Motorola,68990,"4,55",60.0,Windows 11 OS,Intel Core 7 240H,8 GB,DDR4,1 TB SSD,Integrated Intel Arc,16 inches,2880 x 1880 pixels,12 Cores (4P + 8E), 16 Threads,12.0
Motorola Motobook 60 83J70008IN Laptop (Intel Core 7 240H/ 16GB/ 512GB SSD/ Win 11 Home),Motorola,64990,"4,25",59.0,Windows 11 OS,Intel Core 7 240H,8 GB,DDR4,512 GB SSD,Integrated Intel Arc,16 inches,2880 x 1880 pixels,12 Cores (4P + 8E), 16 Threads,12.0
HP 14-gr0002TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),HP,54300,"4,2",54.0,Windows 11 OS,13th Gen Intel Core i5 1335U,8 GB,DDR4,512 GB SSD,Integrated Intel Iris Xe,14 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Lenovo 100e Chromebook Gen 4 82W0001DHAS Laptop (MediaTek Kompanio 528/ 4GB/ 64GB EMMC/ Chrome OS),Lenovo,10999,"4,7",60.69506172839506,Chrome OS,MediaTek Kompanio 528,8 GB,DDR4,64 GB EMMC,MediaTek Integrated Arm Mali-G52,11.6 inches,1366 x 768 pixels,Quad Core, 12 Threads,12.0
Lenovo IdeaPad Slim 3 15ABR8 82XM00UFIN Laptop (AMD Ryzen 5 5625U/ 16GB/ 512GB SSD/ Win 11 Home),Lenovo,44550,"4,6",57.0,Windows 11 OS,5th Gen AMD Ryzen 5 5625U,8 GB,DDR4,512 GB SSD,Intel UHD,15.6 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,12.0
Lenovo IdeaPad Slim 3 15ABR8 82XM00MUIN Laptop (AMD Ryzen 7 5825U/ 16GB/ 512GB SSD/ Win 11 Home),Lenovo,47990,"4,55",60.0,Windows 11 OS,5th Gen AMD Ryzen 7 5825U,8 GB,DDR4,512 GB SSD,Integrated AMD Radeon Graphics,15.6 inches,1920 x 1080 pixels,Octa Core, 16 Threads,12.0
MSI Vector 16 HX A2XWHG-227IN Gaming Laptop (Intel Core Ultra 7 255HX/ 32GB/ 1TB SSD/ Win 11/ 12GB Graph),MSI,226990,"4,3",60.69506172839506,Windows 11 OS,Intel Core Ultra 7 255HX,8 GB,DDR4,1 TB SSD,12 GB NVIDIA GeForce RTX 5070 Ti,16 inches,2560 x 1600 pixels,16 Cores (8P + 8E), 20 Threads,24.0
Lenovo IdeaPad Slim 5 13ARP10 83J2003NIN Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win 11),Lenovo,64990,"4,05",61.0,Windows 11 OS,7th Gen AMD Ryzen 7 7735HS,8 GB,DDR4,512 GB SSD,AMD Radeon 680M,13.3 inches,1920 x 1200 pixels,Octa Core, 16 Threads,12.0
HP Victus 15-fb3011AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win 11/ 6GB Graph),HP,64990,"4,35",68.0,Windows 11 OS,5th Gen AMD Ryzen 5 5600H,8 GB,DDR4,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,12.0
HP Victus 15-fa2701TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home/ 6GB RTX 4050),HP,78490,"4,3",65.0,Windows 11 OS,13th Gen Intel Core i5 13420H,8 GB,DDR4,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
HP OmniBook 7 Aero 13-bg1678AU Next Gen AI  Laptop (AMD Ryzen 5/ 16GB/ 512GB SSD/ Win 11),HP,76490,"4,05",56.0,Windows 11 OS,AMD Ryzen AI 5 340,8 GB,DDR4,512 GB SSD,AMD Radeon 840M Graphics,13.3 inches,2560 x 1600 pixels,Hexa Core, 12 Threads,12.0
Dell XPS 14 9440 AI Laptop (Intel Core Ultra 7 155H/ 32GB/ 1TB SSD/ Win 11/ RTX 4060 8GB Graphics),Dell,351493,"4,2",60.69506172839506,Windows 11 OS,Intel Core Ultra 7 Series 1 155H,8 GB,DDR4,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,14.5 inches,3200 x 2000 pixels,12 Cores (4P + 8E), 22 Threads,12.0
HP OmniBook 5 Next Gen AI 16-ag1037au Laptop (AMD Ryzen AI 5 340/ 16GB/ 512GB SSD/ Win 11),HP,67192,"4,55",53.0,Windows 11 OS,AMD Ryzen AI 5 340,8 GB,DDR4,512 GB SSD,AMD Radeon 860M Graphics,16.1 inches,1920 x 1200 pixels,12 Cores (4P + 8E), 12 Threads,12.0
HP OmniBook 5 Next Gen AI 16-ag1048AU Laptop (AMD Ryzen AI 7 350/ 16GB/ 512GB SSD/ Win 11),HP,81990,"4,35",54.0,Windows 11 OS,AMD Ryzen AI 7 350,8 GB,DDR4,512 GB SSD,AMD Radeon 860M Graphics,16.1 inches,1920 x 1200 pixels,12 Cores (4P + 8E), 16 Threads,12.0
Lenovo LOQ 15IAX9 83LK0068IN Gaming Laptop (12th Gen Core i7/ 12GB/ 512GB SSD/ Win 11/ 6GB RTX 4050 Graph),Lenovo,95090,"4,35",66.0,Windows 11 OS,12th Gen Intel Core i7 12650HX,8 GB,DDR4,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,15.6 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 20 Threads,12.0
Dell Inspiron 7640 AI Laptop (Intel Core Ultra 5 125H/ 16GB/ 1TB SSD/ Win 11),Dell,92990,"4,75",55.0,Windows 11 OS,Intel Core Ultra 5 Series 1 125H,8 GB,DDR4,1 TB SSD,Intel Graphics,16 inches,1920 x 1200 pixels,14 Cores (6P + 8E), 18 Threads,12.0
Asus Vivobook 15 X1504VA-NJ2217WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),Asus,47990,"4,75",54.0,Windows 11 OS,13th Gen Intel Core i5 1334U,8 GB,DDR4,512 GB SSD,Intel Integrated,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
MSI Modern 14 C12MO-1299IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),MSI,42990,"4,25",52.0,Windows 11 OS,12th Gen Intel Core i5 1235U,8 GB,DDR4,512 GB SSD,Intel Iris Xe,14 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Asus Zenbook S16 OLED 2025 UM5606KA-RJ108WS Laptop (AMD Ryzen AI 7 350/ 24GB/ 1TB SSD/ Win 11 Home),Asus,127586,"4,55",66.0,Windows 11 OS,AMD Ryzen AI 7 Octa Core 350,8 GB,DDR4,1 TB SSD,AMD Radeon,16 inches,2880 x 1800 pixels,12 Cores (8P + 4E), 16 Threads,12.0
Acer Aspire Lite 15 AL15-41 Laptop (AMD Ryzen 3 5300U/ 8GB/ 256GB SSD/ Win 11),Acer,27999,"4,45",52.0,Windows 11 OS,5th Gen AMD Ryzen 3 5300U,8 GB,DDR4,256 GB SSD,AMD Graphics,15.6 inches,1920 x 1080 pixels,Quad Core, 8 Threads,12.0
HP 255 G10 â€ŽB21E0PT#ACJ Laptop (AMD Athlon Silver 7120U/ 8GB/ 256GB SSD/ DOS),HP,25703,"4,05",60.69506172839506,DOS OS,AMD Athlon 7120U,8 GB,DDR4,256 GB SSD,AMD Integrated,15.6 inches,1366 x 768 pixels,Dual Core, 12 Threads,12.0
HP â€Ž15-fd0468TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),HP,66990,"4,45",55.0,Windows 11 OS,13th Gen Intel Core i7 1355U,8 GB,DDR4,512 GB SSD,Intel Integrated Iris Xe,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 12 Threads,12.0
HP 250R G9 â€ŽB10M4AT Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),HP,52978,"4,4",54.0,Windows 11 OS,13th Gen Intel Core i5 1335U,8 GB,DDR4,512 GB SSD,Intel Integrated UHD,15.6 inches,1366 x 768 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
MSI Modern 14 C7M-285IN Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win 11),MSI,49990,"4,25",55.0,Windows 11 OS,7th Gen AMD Ryzen 7 7730U,8 GB,DDR4,512 GB SSD,AMD Radeon,14 inches,1920 x 1080 pixels,Octa Core, 16 Threads,12.0
MSI Katana A15 AI B8VE-481IN Gaming Laptop (AMD Ryzen 7 8840H/ 16GB/ 512GB SSD/ Win 11 /6GB Graph),MSI,82438,"4,75",69.0,Windows 11 OS,8th Gen AMD Ryzen 7 8840H,8 GB,DDR4,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,15.6 inches,1920 x 1080 pixels,Octa Core, 16 Threads,24.0
Lenovo ThinkPad E14 21JRS0JG00 Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win 11 Home),Lenovo,53490,"4,2",60.0,Windows 11 OS,7th Gen AMD Ryzen 5 7530U,8 GB,DDR4,512 GB SSD,Integrated AMD Radeon Graphics,14 inches,1920 x 1200 pixels,Hexa Core, 12 Threads,12.0
Asus Vivobook 16 X1605VA-MB1628WS Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),Asus,64990,"4,25",54.0,Windows 11 OS,13th Gen Intel Core i7 13620H,8 GB,DDR4,512 GB SSD,Intel Integrated Iris Xe,16 inches,1920 x 1200 pixels,10 Cores (6P + 4E), 16 Threads,12.0
Asus TUF Gaming A15 FA566NCR-HN254WS Laptop (AMD Ryzen 7 7435HS/ 16GB / 512GB SSD/ Win 11 Home / 4GB Graph),Asus,67350,"4,4",66.0,Windows 11 OS,7th Gen AMD Ryzen 7 7435HS,8 GB,DDR4,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,Octa Core, 16 Threads,12.0
Asus TUF Gaming F16 FX607VB-RL076WS Laptop (Intel Core 5 210H/ 16GB/ 512GB SSD/ Win 11/ 4GB Graph),Asus,69990,"4,4",61.0,Windows 11 OS,5th Gen Intel Core 5 210H,8 GB,DDR4,512 GB SSD,4 GB NVIDIA GeForce RTX 3050 A,16 inches,1920 x 1200 pixels,10 Cores (2P + 8E), 12 Threads,12.0
Lenovo IdeaPad 3 15IAU7 82RK019GIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),Lenovo,32990,"4,55",54.0,Windows 11 OS,12th Gen Intel Core i3 1215U,8 GB,DDR4,512 GB SSD,Intel UHD,15.6 inches,1920 x 1080 pixels,5 Cores (1P + 4E), 8 Threads,12.0
Lenovo Legion 5 15IRX9 83JJ0010IN Gaming Laptop (13th Gen Core i7/ 24GB/ 512GB SSD/ Win 11/ 8GB RTX4060),Lenovo,122990,"4,3",70.0,Windows 11 OS,13th Gen Intel Core i7 13650HX,8 GB,DDR4,512 GB SSD,8 GB NVIDIA GeForce RTX 4060,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 12 Threads,12.0
Samsung Galaxy Book 5 360 NP750QHA-LG2IN Laptop (Intel Core Ultra 7 256V/ 16GB/ 512GB SSD/ Win 11),Samsung,122990,"4,6",69.0,Windows 11 OS,Intel Core Ultra 7 256V,8 GB,DDR4,512 GB SSD,Intel Arc Graphics 140V,15.6 inches,1920 x 1080 pixels,12 Cores (4P + 8E), 8 Threads,12.0
Samsung Galaxy Book 5 Pro 16 NP960XHA-LG3IN Laptop (Intel Core Ultra 7 258V/ 32GB/ 1TB SSD/ Win 11),Samsung,181990,"4,4",75.0,Windows 11 OS,Intel Core Ultra 7 Series 2 258V,8 GB,DDR4,1 TB SSD,Intel Arc 140V GPU (16GB),16 inches,2880 x 1800 pixels,12 Cores (4P + 8E), 8 Threads,12.0
Samsung Galaxy Book 5 Pro np940xha-lg2in Laptop (Intel Core Ultra 7 Series 2/ 16GB/ 512GB SSD/ Win 11),Samsung,139990,4,70.0,Windows 11 OS,Intel Core Ultra 7 Series 2 256V,8 GB,DDR4,512 GB SSD,Intel Arc 140V GPU,14 inches,2880 x 1800 pixels,12 Cores (4P + 8E), 8 Threads,12.0
Samsung Galaxy Book 5 Pro np940xha-lg3in/ Laptop (Intel Core Ultra 7 258V/ 32GB/ 1TB SSD/ Win 11),Samsung,171990,"4,1",75.0,Windows 11 OS,Intel Core Ultra 7 Series 2 258V,8 GB,DDR4,1 TB SSD,Intel Arc 140V GPU,14 inches,2880 x 1800 pixels,12 Cores (4P + 8E), 8 Threads,12.0
Apple MacBook Air 15 2025 Laptop (Apple M4/ 16GB/ 256GB SSD/ MacOS),Apple,119490,"4,7",60.69506172839506,Mac OS,Apple M4,8 GB,DDR4,256 GB SSD,Apple 10 Core GPU,15.3 inches,2880 x 1864 pixels,Octa Core, 12 Threads,12.0
Asus VivoBook 14 X1404VA-NK804WS Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win 11 Home),Asus,43990,"4,7",52.0,Windows 11 OS,13th Gen Intel Core i5 1334U,8 GB,DDR4,512 GB SSD,Intel Graphics,14 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Asus VivoBook 14 X1404VA-NK760WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),Asus,34750,"4,75",52.0,Windows 11 OS,13th Gen Intel Core i3 1315U,8 GB,DDR4,512 GB SSD,Intel Graphics,14 inches,1920 x 1080 pixels,5 Cores (1P + 4E), 8 Threads,12.0
Asus Vivobook 15 X1502VA-BQ837WS Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11),Asus,62990,"4,05",52.0,Windows 11 OS,13th Gen Intel Core i7 13620H,8 GB,DDR4,512 GB SSD,Intel Integrated Iris Xe,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 16 Threads,12.0
HP Victus 15-FA1415TX  Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home/ RTX 3050A),HP,75119,"4,3",63.0,Windows 11 OS,12th Gen Intel Core i7 12650H,8 GB,DDR4,512 GB SSD,4 GB NVIDIA GeForce RTX 3050 A,15.6 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 16 Threads,12.0
HP Zbook Firefly 14 G10 918R5PA Workstation Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Pro),HP,87999,"4,5",64.0,Windows 11 OS,13th Gen Intel Core i5 1335U,8 GB,DDR4,512 GB SSD,Intel Iris Xe,14 inches,1920 x 1200 pixels,Hexa Core (2P + 4E), 12 Threads,36.0
HP Pavilion x360 14-ek1148TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),HP,67153,"4,35",60.0,Windows 11 OS,13th Gen Intel Core i5 1335U,8 GB,DDR4,512 GB SSD,Intel Integrated Iris Xe,14 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
HP Pavilion AI 14-ew1112TU Laptop (Intel Core Ultra 5 125H/ 16GB/ 512GB SSD/ Win 11),HP,78990,"4,05",64.0,Windows 11 OS,Intel Core Ultra 5 Series 1 125H,8 GB,DDR4,512 GB SSD,Intel Graphics,14 inches,2560 x 1600 pixels,14 Cores (6P + 8E), 18 Threads,12.0
Lenovo LOQ â€Ž15IRX9 83DV00XEIN Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11/ 6GB RTX3050),Lenovo,91790,"4,7",66.0,Windows 11 OS,13th Gen Intel Core i7 13650HX,8 GB,DDR4,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
HP Pavilion x360 14-ek1152TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11),HP,98499,"4,05",66.0,Windows 11 OS,13th Gen Intel Core i7 1355U,8 GB,DDR4,512 GB SSD,Intel Integrated Iris Xe,14 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 12 Threads,12.0
Lenovo LOQ 15IAX9 83GS00LLIN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11/ 6GB Graph),Lenovo,74990,"4,15",65.0,Windows 11 OS,12th Gen Intel Core i5 12450HX,8 GB,DDR4,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 12 Threads,12.0
Asus Zenbook A14 UX3407RA-QD054WS Laptop (Snapdragon X Elite X1E 78 100/ 16GB/ 512GB SSD/ Win 11),Asus,89990,4,53.0,Windows 11 OS,Qualcomm Snapdragon X Elite X1E 78 100,8 GB,DDR4,512 GB SSD,Qualcomm Adreno,14 inches,1920 x 1200 pixels,12 Cores (8P + 4E), 12 Threads,12.0
